,Unnamed: 0,index,id,gamename,furigana,sellday,brandname,median,stdev,creater,kansouurl,checked,hanbaisuu,average2,median2,count2,comike,shoukai,model,checked2,erogame,galge,elfics,banner_url,admin_checked,max2,min2,gyutto_enc,gyutto_id,dmm,dmm_genre,dmm_genre_2,erogametokuten,total_play_time_median,time_before_understanding_fun_median,dlsite_id,dlsite_domain,the_number_of_uid_which_input_pov,the_number_of_uid_which_input_play,total_pov_enrollment_of_a,total_pov_enrollment_of_b,total_pov_enrollment_of_c,trial_url,trial_h,http_response_code,okazu,axis_of_soft_or_hard,trial_url_update_time,genre,twitter,erogetrailers,tourokubi,digiket,dmm_sample_image_count,dlsite_sample_image_count,gyutto_sample_image_count,digiket_sample_image_count,twitter_search,tgfrontier,gamemeter,twitter_data_widget_id,twitter_data_widget_id_before,twitter_data_widget_id_official,masterup,masterup_tourokubi,steam,dlsite_rental,dmm_subsc,surugaya_1,surugaya_2,surugaya_1_back_image,surugaya_2_back_image,count_all,playrack,vndb,moepedia,笑,つじつまがあっている,感動,鬱,熱血,幼馴染,ツインテール,純愛,無表情
42,42,1858,4350,planetarian ～ちいさなほしのゆめ～,プラネタリアンチイサナホシノユメ,2004-11-29,83,79,11.0,,,t,,77,,846,241085.0,https://key.visualarts.gr.jp/product/planetarian/,PC,t,f,,,,,100,0,,,vsat_0252,digital,pcgame,,3.0,1.0,VJ010327,soft,154.0,930.0,891.0,194.0,33.0,http://kineticnovel.jp/planetarian/index.html,f,200.0,,,0001-01-01 00:00:00,キネティックノベル,,2284,,ITM0200566,4,4,-1,4,,0,,,,,,,623080.0,f,,145014165,145072677,f,f,1053,711,v34,0,0,17,207,28,4,0,13,2,0
43,43,1633,4353,maiden halo,メイデンハロー,2004-12-24,132,75,13.0,,,t,,75,,7,,http://sp.v-motto.jp/pc/appli/maiden/index.php,PC,t,f,,,,,89,50,,,,,,,,,,,1.0,5.0,4.0,2.0,0.0,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,10,16528,v11947,0,0,0,3,0,0,0,0,0,0
44,44,1634,4354,カレと彼の間で ～ホワイトラビリンス～,カレトカレノハザマデ,2005-02-07,662,60,9.0,,,t,,56,,3,285725.0,http://kur-mar-ter.product.co.jp/amedeo/product/kare.html,PC,t,f,,,,,62,45,,,,,,,,,,,1.0,2.0,3.0,1.0,0.0,,,200.0,,,0001-01-01 00:00:00,キネティックノベル,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145014616,0,f,f,3,21316,v226,0,0,0,0,0,0,0,0,0,0
45,45,1175,4363,Destino,ディスティノ,2004-08-15,1279,70,12.0,,,t,,68,,14,,http://www5f.biglobe.ne.jp/~maid3/blaze/,PC,f,f,,,,,90,41,,,,,,,10.0,,RJ084167,home,2.0,15.0,3.0,2.0,1.0,,,200.0,,,0001-01-01 00:00:00,ビジュアルノベル,,0,,,-1,3,-1,-1,,0,,,,,,,,f,,0,0,f,f,17,20159,v25159,0,0,0,0,0,0,0,0,0,0
46,46,1655,4414,ヤミコト,ヤミコト,2005-04-29,1300,42,11.0,,,t,,43,,8,,,PC,t,f,,,,,60,30,,,,,,,11.0,,RJ041439,home,1.0,7.0,1.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,3,-1,-1,,0,,,,,,,,f,,186008072,0,f,f,12,20616,v3791,0,0,0,0,0,0,0,0,0,0
47,47,1686,4493,アニマムンディ ～終わりなき闇の舞踏～,アニマムンディオワリナキヤミノブトウ,2005-01-28,1128,77,26.0,,,t,,69,,3,121301.0,http://www.karin-e.jp/anima/index.htm,PC,t,f,,,,,89,40,,,,,,,,,,,1.0,4.0,0.0,2.0,1.0,,,200.0,,,0001-01-01 00:00:00,フラグ分岐型アドベンチャーゲーム,,9204,,,-1,-1,-1,-1,,0,,,,,,,,f,,145012497,0,f,f,6,20630,v131,0,0,0,0,0,0,0,0,0,0
48,48,1716,4527,ひぐらしのなく頃に解 目明し編,ヒグラシノナクコロニカイメアカシヘン,2004-12-30,1228,85,10.0,,,t,,83,,373,507645.0,https://07th-expansion.net/hig_gensaku,PC,t,f,,,,,100,10,,,,,,,6.0,2.0,-1,,65.0,450.0,434.0,74.0,23.0,,,200.0,,,0001-01-01 00:00:00,サスペンスアドベンチャーノベル,,0,,,-1,3,-1,-1,,0,,,,,,,577480.0,f,,186006824,186042604,f,f,524,7003,v68,0,12,3,42,49,0,0,0,21,0
49,49,1112,4533,神曲奏界ポリフォニカ,シンキョクソウカイポリフォニカ,2005-08-01,1325,75,11.0,,,t,,75,,47,241745.0,http://ocelot.product.co.jp/poli1/polyphonica.html,PC,t,f,,,,,95,40,,48630.0,,,,,25.0,,VJ005204,soft,3.0,52.0,14.0,9.0,2.0,,,200.0,,,0001-01-01 00:00:00,キネティックノベル,,0,,,-1,9,0,-1,,0,,,,,,,,f,,145014174,145036290,f,f,63,20890,,0,0,0,0,0,0,0,4,0,0
50,50,138,4538,invisible sign -イス-,インビジブルサインイス,2005-03-18,1327,50,0.0,,,t,,50,,2,,,PC,t,f,,,,,50,50,,,,,,,,,,,1.0,2.0,4.0,0.0,0.0,,,302.0,,,0001-01-01 00:00:00,,,9422,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,19612,v3672,0,0,0,0,0,0,0,0,0,0
51,51,1756,4560,夢剣 -Sword of the Dimacreation-,ユメケンソードオブザディメイリエイション,2003-12-30,1329,70,25.0,,,t,,64,,11,,https://www.inga-do.com/yume_main.htm,PC,f,f,,,,,89,10,,,,,,,,,RJ028887,home,1.0,11.0,6.0,0.0,1.0,,,200.0,,,0001-01-01 00:00:00,夢現ファンタジーノベル（恋愛要素を含むノベルゲーム）,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,13,5893,v27864,0,0,0,0,0,3,0,0,0,0
52,52,3169,4561,夢剣サイドストーリー2 -Triangle Chrismas Chrityous -,ユメケンサイドストーリーツートライアングルクリスマスクリチョウズ,2004-12-30,1329,71,28.0,,,t,,59,,6,,https://www.inga-do.com/side_story2.htm,PC,t,f,,,,,80,10,,,,,,,,,,,0.0,7.0,,,,,,200.0,,,0001-01-01 00:00:00,夢現ファンタジーノベル（恋愛要素を含むノベルゲーム）,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,7,11147,v28292,0,0,0,0,0,0,0,0,0,0
53,53,263,4569,機神飛翔デモンベイン,キシンヒショウデモンベイン,2006-05-26,215,80,12.0,,,t,,78,,447,247625.0,http://www.demonbane.com/special/,PC,t,f,GS00006762,,,,100,20,,2308.0,,,,,10.0,1.0,,,89.0,541.0,1135.0,106.0,30.0,,,200.0,,,0001-01-01 00:00:00,ノベル+3Dロボットアクション,,4669,,,-1,-1,12,-1,,0,,,,,,,,f,,145014226,145014227,f,f,717,3404,v234,0,70,3,50,0,170,0,3,0,3
54,54,2889,4579,一生に一度だけ咲く花の名前で 全年齢版,イッショウニイチドダケサクハナノナマエデゼンネンレイバン,2005-07-03,1334,56,8.0,,,t,,56,,2,,,PC,t,f,,25901.0,,,62,50,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,,,10300,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,11,2099,,0,0,0,0,0,0,0,0,0,0
55,55,3172,4664,クイズ埼玉連合の野望,クイズサイタマレンゴウノヤボウ,2001-12-29,1348,50,10.0,,,t,,53,,7,,,PC,f,f,,,,,70,40,,,,,,,,,,,0.0,14.0,,,,,,,,,0001-01-01 00:00:00,クイズAVG,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145006171,0,f,f,17,21516,,0,0,0,0,0,0,0,0,0,0
56,56,551,4682,narcissu,ナルキッソス,2005-08-02,1351,80,12.0,,,t,,79,,1111,,http://stage-nana.sakura.ne.jp/game.htm,PC,t,f,,,,,100,0,,,,,,,2.0,1.0,,,284.0,1210.0,1565.0,258.0,77.0,,,200.0,,,0001-01-01 00:00:00,ノベル,,0,,,-1,-1,-1,-1,,0,,,,,,,264380.0,f,,186020678,186008148,f,f,1314,7996,v10,0,0,2,239,158,2,0,0,12,98
57,57,1798,4684,I’m ～心の向こう側に～,アイムココロノムコウガワニ,2002-06-12,1353,70,13.0,,,t,,70,,30,,http://www.vector.co.jp/soft/win95/game/se328160.html,PC,f,f,,,,,90,40,,,,,,,8.0,,,,5.0,29.0,21.0,6.0,2.0,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,45,19330,v16504,0,0,3,11,0,0,3,2,12,0
58,58,1007,4751,天に高く地に深く,テンニタカクチニフカク,2005-03-21,1358,75,10.0,,,t,,74,,48,,https://web.archive.org/web/20090129202031/http://nuko.web.infoseek.co.jp/tenti.html,PC,t,f,,,,,99,50,,,,,,,6.0,,,,12.0,49.0,34.0,10.0,4.0,https://web.archive.org/web/20090131121018/http://nuko.web.infoseek.co.jp/t-download.html,f,404.0,,,2012-04-18 20:11:04.401538,オリジナル長編ノベルソフト,,13610,,,-1,-1,-1,-1,,0,,,,,,,,f,,186007568,0,f,f,76,8623,v3407,0,0,0,0,3,0,0,0,0,0
59,59,1816,4805,Kanon Standard Edition 全年齢対象版,カノンスタンダードエディションゼンネンレイタイショウバン,2005-01-28,83,80,10.0,,,t,,78,,104,132541.0,https://key.visualarts.gr.jp/product/kanon/,PC,t,f,,,,,100,40,,,1041key0005,mono,pcgame,,16.0,13.0,,,12.0,148.0,70.0,14.0,44.0,,,302.0,,,0001-01-01 00:00:00,恋愛アドベンチャー,,0,,,0,-1,-1,-1,,0,,,,,,,,f,,145012495,145021892,f,f,176,7030,v33,0,1,0,16,1,0,4,2,6,4
60,60,1868,4878,マギア・ミスティカ －精霊魔術士－,マギアミスティカセイレイマジュツシ,2007-12-14,565,50,,,,t,,50,,1,24690.0,http://b-works.product.co.jp/magia.htm,PC,t,f,GS00018462,,,,50,50,,,,,,,,,,,0.0,1.0,,,,http://b-works.product.co.jp/magia.htm#demo,,200.0,,,0001-01-01 00:00:00,学園魔術ファンタジーAVG,,10042,,,-1,-1,-1,-1,,0,,,,,,,,f,,145016674,145018508,f,f,2,22085,v3526,0,0,0,0,0,0,0,0,0,0
61,61,3180,4889,SAKURA ～雪月華～ 花鳥風月プレミアムエディション,サクラセツゲッカ,2005-05-27,111,70,17.0,,,t,,67,,40,160381.0,https://circus-co.jp/product/sakurahp/pc/sakuratop.htm,PC,t,f,,,,,86,10,,,586cic5001,mono,pcgame,,10.0,,,,2.0,47.0,11.0,8.0,3.0,,,200.0,,,0001-01-01 00:00:00,,,0,,,0,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,78,22640,v2436,0,0,0,0,0,0,0,0,0,0
62,62,146,4910,Yo-Jin-Bo ～運命のフロイデ～,ヨウジンボウ,2005-07-29,1383,63,8.0,,,t,,66,,4,178201.0,https://twofive.co.jp/products/game/yo-jin-bo/,PC,t,f,,,,,76,60,,,,,,,6.0,,,,1.0,4.0,6.0,2.0,0.0,,,200.0,,,0001-01-01 00:00:00,ドタバタ時代劇恋愛ロックアドベンチャー,,9854,,,-1,-1,-1,-1,,0,,,,,,,,f,,145013533,0,f,f,4,1288,v30,0,3,0,0,0,0,0,0,0,0
63,63,6147,5005,蒼い空のネオスフィア,アオイソラノネオスフィア,2005-03-25,442,76,13.0,,,t,,75,,107,149521.0,https://www.kogado.com/html/kuma/neo/,PC,t,f,,,,,99,20,,100517.0,,,,,40.0,,VJ006744,soft,16.0,124.0,53.0,34.0,3.0,,,200.0,,,0001-01-01 00:00:00,街発展アドベンチャーゲーム,,2987,,,-1,9,8,-1,,0,,,,,,,,f,,145012719,145017030,f,f,155,17168,v1300,0,0,0,2,0,6,0,0,0,0
64,64,1915,5006,ブルーフロウ,ブルーフロウ,2005-03-04,442,68,16.0,,,t,,65,,30,149741.0,https://www.kogado.com/html/iruka/bf/,PC,t,f,,,,,92,10,,,,,,,28.0,4.0,,,5.0,31.0,16.0,15.0,6.0,,,200.0,,,0001-01-01 00:00:00,リアルタイムシナリオシミュレーションゲーム,,2986,,,-1,-1,-1,-1,,0,,,,,,,,f,,145012654,145021795,f,f,43,21908,v2009,0,0,0,0,2,0,0,0,0,0
65,65,1917,5009,状況開始っ!,ジョウキョウカイシッ,2005-12-16,442,60,16.0,,,t,,60,,37,137341.0,https://www.kogado.com/sw/contents/kitsune/px/,PC,t,f,,,,,87,15,,,1472koh001,mono,pcgame,,21.0,,,,9.0,40.0,14.0,9.0,6.0,,,200.0,,,0001-01-01 00:00:00,軍事学園恋愛アドベンチャー,,2989,,,0,-1,-1,-1,,0,,,,,,,,f,,145013649,0,f,f,60,5947,v3422,0,3,0,0,0,0,0,0,0,0
66,66,1927,5012,勿忘草の夜,ワスレナグサノヨル,2003-03-22,1406,53,10.0,,,t,,51,,3,,https://www.vector.co.jp/soft/win95/game/se271625.html,PC,f,f,,,,,60,40,,,,,,,,,,,1.0,4.0,0.0,1.0,1.0,,,200.0,,,0001-01-01 00:00:00,マルチエンディング型ホラーアドベンチャーゲーム,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,5,4779,v286,0,0,0,0,0,0,0,0,0,0
67,67,1928,5013,Elevator of Horrors,エレベーターオブホラーズ,2003-03-13,1406,30,17.0,,,t,,33,,7,,https://www.vector.co.jp/soft/win95/game/se278082.html,PC,f,f,,,,,60,10,,,,,,,,,,,3.0,8.0,5.0,0.0,1.0,,,200.0,,,0001-01-01 00:00:00,エレベーター型シアターで恐怖ストーリーを見る、疑似体験ノベル,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,9,6403,,0,0,0,0,0,0,0,0,0,0
68,68,152,5014,首がない子の話,クビガナイコノハナシ,2004-01-13,1406,60,4.0,,,t,,60,,4,,https://www.vector.co.jp/soft/win95/game/se314601.html,PC,f,f,,,,,65,55,,,,,,,1.0,,,,1.0,5.0,0.0,3.0,0.0,,,200.0,,,0001-01-01 00:00:00,マルチエンディング型ホラーアドベンチャーゲーム,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,7,3717,,0,0,0,0,0,0,0,0,0,0
69,69,1930,5024,水の腕,ミズノカイナ,2002-05-05,1320,65,,,,t,,65,,1,,http://greenteamilk.net/kaina/index.htm,PC,f,f,,,,,65,65,,,,,,,,,,,1.0,1.0,3.0,1.0,0.0,http://greenteamilk.net/kaina/index.htm#taiken,f,200.0,,,2020-01-12 16:42:32.728582,伝奇ノヴェルゲエム,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,186052377,186009586,f,f,4,1300,v12749,0,0,0,0,0,0,0,0,0,0
70,70,1931,5028,TRANCEキッス 恋愛乙女パラドックス,トランスキッスレンアイオトメパラドックス,2005-03-22,1409,57,,,,t,,57,,1,,http://13cm.jp/13cm_wp/?page_id=143,PC,t,f,,,,,57,57,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,http://kineticnovel.jp/trance/,f,999.0,,,2016-11-08 20:20:55.17814,キネティックノベル,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,5967,v20844,0,0,0,0,0,0,0,0,0,0
71,71,1945,5045,スクールなびげーしょん!,スクールナビゲーション,2005-05-27,1412,54,9.0,,,t,,54,,2,,,PC,t,f,GS00006851,,,,60,47,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,,,2785,,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,4,19617,v25355,0,0,0,0,0,0,0,0,0,0
72,72,1963,5059,蒼い海のトリスティア ～発明工房奮闘記～,アオイウミノトリスティアハツメイコウボウフントウキ,2002-07-20,442,74,13.0,,,t,,72,,147,15043.0,https://www.kogado.com/html/kuma/aut/index.htm,PC,f,f,,,,,95,21,,100515.0,,,,,25.0,,VJ006746,soft,24.0,171.0,79.0,36.0,7.0,,,200.0,,,0001-01-01 00:00:00,街発展アドベンチャーゲーム,,2976,,,-1,6,8,-1,,0,,,,,,,,f,,145006698,145009093,f,f,205,5972,v799,0,0,0,5,0,9,0,0,0,0
73,73,3194,5091,エンジェリック・ヴェール新伝 ～エフェメール島綺譚～,エンジェリックヴェールシンデンエフェメールトウキタン,2005-03-10,928,78,13.0,,,t,,77,,6,130121.0,http://www.cr6.jp/ave/index.html,PC,f,f,,,,,92,60,,,,,,,,,,,0.0,9.0,0.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,3Dファンタジーシミュレーションゲーム,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145012516,145012517,f,f,13,22312,,0,0,0,0,0,0,0,0,0,0
74,74,3195,5092,Angelic Vale Progress ～ウェスペールの迷宮～,エンジェリックヴェールプログレスウェスペールノメイキュウ,2003-11-27,928,75,6.0,,,t,,75,,6,36762.0,http://www.cr6.jp/avp/index.html,PC,f,f,,,,,85,68,,,,,,,,,,,1.0,10.0,0.0,1.0,0.0,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145009765,0,f,f,14,5637,,0,0,0,0,0,0,0,0,0,0
75,75,1967,5093,Angelic Vale,エンジェリックヴェール,2003-04-24,928,72,13.0,,,t,,73,,10,,http://www.cr6.jp/av/av_index.html,PC,f,f,,,,,90,42,,,,,,,,,,,0.0,12.0,,,,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145008954,0,f,f,18,10929,,0,0,0,0,0,0,0,0,0,0
76,76,1979,5119,こねかけのうどんぶつける祭りがノルウェーの北の村の漁村で,コネカケノウドンブツケルマツリガノルウェーノキタノムラノギョソンデ,2005-04-28,727,63,15.0,,,t,,61,,18,160201.0,https://anos.jp/anos3/anos3kone.htm,PC,t,f,,,,,85,20,,,,,,,1.0,,,,3.0,23.0,12.0,1.0,0.0,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145012871,0,f,f,26,22214,,0,3,0,0,0,0,0,0,0,0
77,77,1294,5124,Ever17 -the out of infinity- Premium Edition,エバーセブンティーン,2003-05-16,619,90,12.0,,,t,,87,,1488,573225.0,,PC,f,f,,,,,100,0,,,,,,,30.0,10.0,,,411.0,1611.0,3510.0,597.0,176.0,,f,200.0,,,2016-04-10 22:36:10.155091,恋愛アドベンチャー,,8657,,,-1,-1,-1,-1,,0,,,,,,,,f,,145009552,145017869,f,f,1818,24812,v17,0,2,651,281,8,13,0,53,93,8
78,78,1986,5143,ウルトラ魔法少女まなな vol.4,ウルトラマホウショウジョマナナボリュームヨン,2005-05-04,30,65,11.0,,,t,,63,,51,,https://www.alicesoft.com/manana/,PC,t,f,GS00008147,,,,90,40,,,,,,,1.0,2.0,,,6.0,58.0,18.0,14.0,6.0,,,200.0,,,0001-01-01 00:00:00,,,750,,,-1,-1,-1,-1,,0,,,,,,,,f,,145013386,0,f,f,87,5985,v2039,0,0,0,0,0,0,2,2,0,0
79,79,3199,5168,魔法使いとご主人様 ～wizard and the master～,マホウツカイトゴシュジンサマ,2005-09-02,1439,31,,,,t,,31,,1,181021.0,,PC,t,f,,,,,31,31,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,404.0,,,0001-01-01 00:00:00,,,10972,,,-1,-1,-1,-1,,0,,,,,,,,f,,145013302,0,f,f,1,3836,v1316,0,0,0,0,0,0,0,0,0,0
80,80,1015,5169,Never7 -the end of infinity- for windows,ネバーセブンジエンドオブインフィニティ,2001-10-26,619,72,14.0,,,t,,70,,160,573205.0,,PC,f,f,,,,,100,10,,,,,,,22.0,5.0,,,26.0,175.0,98.0,49.0,32.0,,,200.0,,,0001-01-01 00:00:00,恋愛アドベンチャー,,8661,,,-1,-1,-1,-1,,0,,,,,,,,f,,145008316,145017869,f,f,234,23618,,0,3,5,8,3,0,0,0,9,0
81,81,2023,5191,東方花映塚 ～Phantasmagoria of Flower View.,トウホウカエイヅカ,2005-08-14,997,75,10.0,,,t,,75,,141,,http://www16.big.or.jp/~zun/html/th09top.html,PC,t,f,,,,,100,50,,,,,,,11.0,1.0,,,21.0,205.0,56.0,15.0,3.0,http://www16.big.or.jp/~zun/html/th09dl.html,f,200.0,,,2010-11-17 21:14:03.359728,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,186008474,0,f,f,247,5988,,0,0,0,0,0,3,0,0,0,0
82,82,2028,5202,卒業 Next Graduation,ソツギョウネクストグラデュエーション,2005-06-24,1450,61,14.0,,,t,,60,,5,164581.0,,PC,t,f,,,,,77,40,,,,,,,,,,,1.0,7.0,1.0,0.0,0.0,,,,,,0001-01-01 00:00:00,,,10965,,,-1,-1,-1,-1,,0,,,,,,,,f,,145013056,0,f,f,13,1328,v4673,0,0,0,0,0,0,0,0,0,0
83,83,2029,5203,卒業 復刻版,ソツギョウフッコクバン,2004-07-23,1450,55,21.0,,,t,,55,,2,82421.0,,PC,f,f,,,,,70,40,,,,,,,,,,,1.0,2.0,1.0,0.0,0.0,,,,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145011428,0,f,f,3,7083,,0,0,0,0,0,0,0,0,0,0
84,84,2030,5204,東方妖々夢 ～Perfect Cherry Blossom.,トウホウヨウヨウム,2003-08-15,997,83,11.0,,,t,,82,,206,,http://www16.big.or.jp/%7Ezun/html/th07.html,PC,f,f,,,,,100,40,,,,,,,50.0,1.0,,,37.0,273.0,143.0,32.0,5.0,http://www16.big.or.jp/~zun/html/th07_update.html,f,200.0,,,2010-11-17 21:13:43.348538,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,186002645,0,f,f,311,1342,,0,0,0,2,0,5,0,0,0,0
85,85,196,5205,東方紅魔郷 ～the Embodiment of Scarlet Devil.,トウホウコウマキョウ,2002-08-11,997,80,12.0,,,t,,78,,199,,http://www16.big.or.jp/%7Ezun/html/th06.html,PC,f,f,,,,,100,20,,,,,,,74.0,1.0,,,39.0,277.0,154.0,34.0,19.0,http://www16.big.or.jp/~zun/html/th06.html,f,200.0,,,2010-11-17 21:13:26.870337,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,186002644,186043410,f,f,311,13789,,0,1,0,2,1,6,0,0,0,1
86,86,2032,5206,東方萃夢想 ～Immaterial and Missing Power.,トウホウスイムソウ,2004-12-30,1774,75,12.0,,,t,,75,,103,,http://www.tasofro.net/touhou/index.html,PC,f,f,,,,,100,10,,,,,,,,,,,7.0,151.0,10.0,14.0,1.0,http://www.tasofro.net/touhou/download.html,f,200.0,,,2010-11-17 21:13:18.017799,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,186006927,0,f,f,176,523,,0,0,0,0,0,2,0,0,0,0
87,87,2033,5207,東方永夜抄 ～Imperishable Night.,トウホウエイヤショウ,2004-08-15,997,84,10.0,,,t,,82,,190,,http://www16.big.or.jp/%7Ezun/html/th08top.html,PC,f,f,,,,,100,50,,,,,,,45.0,,,,39.0,267.0,138.0,39.0,6.0,http://www16.big.or.jp/~zun/html/th08dl.html,f,200.0,,,2010-11-17 21:13:47.091056,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,186014554,186006476,f,f,301,21230,,0,2,0,5,0,9,0,0,0,0
88,88,155,5211,静寂の風,セイジャクノカゼ,2003-05-01,1452,55,0.0,,,t,,55,,2,23167.0,,PC,f,f,,,,,55,55,,4060.0,hobc_0032,digital,pcgame,,6.0,,VJ001781,soft,0.0,2.0,,,,,,301.0,,,0001-01-01 00:00:00,,,0,,,6,9,8,-1,,0,,,,,,,,f,gp_fj350x2z,0,0,f,f,5,19759,,0,0,0,0,0,0,0,0,0,0
89,89,2039,5217,ロストカラーズ,ロストカラーズ,2004-02-22,727,80,11.0,,,t,,78,,106,44761.0,https://anos.jp/anos3/anos3.htm,PC,f,f,,,,,99,20,,,,,,,11.0,1.0,VJ013429,soft,32.0,110.0,141.0,54.0,18.0,https://www.anos.jp/anos3/tai/tai.htm,f,200.0,,,2012-04-18 20:21:37.575138,,,0,,,-1,6,-1,-1,,0,,,,,,,,f,,145012071,0,f,f,159,10299,v6270,0,3,11,3,11,0,0,0,0,6
90,90,2041,5223,ANGERAZE,エンジェレイズ,2001-08-11,1456,60,18.0,,,t,,60,,4,,,PC,f,f,,,,,80,40,,,,,,,,,,,0.0,4.0,,,,,,,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,186000798,186002132,f,f,7,19814,,0,0,0,0,0,0,0,0,0,0
91,91,2042,5224,ANGERAZE2 天使ノ軌跡,エンジェレイズツーテンシノキセキ,2004-08-15,1456,80,6.0,,,t,,77,,6,,http://ohbado.sakura.ne.jp/angeraze2/,PC,f,f,,,,,80,65,,,,,,,,,,,0.0,6.0,0.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,横スクロールシューティングゲーム,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,186006153,0,f,f,8,11219,,0,0,0,0,0,0,0,0,0,0
92,92,2043,5225,ANGERAZE2 Re:Birth,エンジェレイズツーリバース,2004-12-30,1456,80,2.0,,,t,,81,,5,,http://ohbado.sakura.ne.jp/angeraze2/rebirth.htm,PC,f,f,,,,,85,80,,,,,,,,,,,0.0,5.0,0.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,横スクロールシューティングゲーム,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,186007217,0,f,f,6,5989,,0,0,0,0,0,0,0,0,0,0
93,93,2047,5250,トリスティアどき! どき! おぺれーしょん,トリスティアドキドキオペレーション,2003-07-08,442,65,19.0,,,t,,60,,20,26982.0,https://www.kogado.com/html/kuma/afd/,PC,f,f,,,,,85,20,,,,,,,,,,,0.0,25.0,,,,,,200.0,,,0001-01-01 00:00:00,キーボード・アクション・アドベンチャーゲーム＋アクセサリー集,,10320,,,-1,-1,-1,-1,,0,,,,,,,,f,,145009351,0,f,f,30,22999,,0,0,0,0,0,0,0,0,0,0
94,94,3204,5252,リトル・ウィッチ☆パルフェ ～黒猫印の魔法屋さん～,リトルウィッチパルフェクロネコジルシノマホウヤサン,1999-04-28,442,74,20.0,,,t,,69,,16,,https://www.kogado.com/html/kuroneko/lwp/index.htm,PC,f,f,,,,,100,30,,41242.0,,,,,,,VJ004054,soft,4.0,23.0,26.0,7.0,0.0,,,200.0,,,0001-01-01 00:00:00,魔法店経営アドベンチャー,,0,,,-1,5,0,-1,,0,,,,,,,,f,,145002201,145006247,f,f,36,11220,v873,0,0,0,0,5,0,6,0,0,0
95,95,3205,5253,リトル・ウィッチ☆レネット ～スワンの涙ラプソディ～,リトルウィッチレネットスワンノナミダラプソディ,1999-09-23,442,78,17.0,,,t,,74,,7,,https://www.kogado.com/html/kuroneko/lwr/lwr.htm,PC,f,f,,,,,93,50,,41243.0,,,,,,,VJ006743,soft,3.0,9.0,10.0,0.0,0.0,,,200.0,,,0001-01-01 00:00:00,魔法店経営アドベンチャー,,0,,,-1,6,0,-1,,0,,,,,,,,f,,145002956,145007097,f,f,20,6484,v10180,0,0,0,0,0,0,0,0,0,0
96,96,2052,5255,ハートフルメモリーズ ～Little Witch Parfait2～,ハートフルメモリーズ,2000-04-21,442,80,15.0,,,t,,78,,12,36642.0,https://www.kogado.com/html/kuroneko/lwp2/lwp2.htm,PC,f,f,,,,,100,50,,,,,,,,,,,0.0,14.0,,,,,,200.0,,,0001-01-01 00:00:00,,,0,,,-1,-1,-1,-1,,0,,,,,,,,f,,145003479,145010042,f,f,21,5991,v874,0,0,0,0,0,0,0,0,0,0
