,Unnamed: 0,index,id,gamename,furigana,sellday,brandname,median,stdev,creater,kansouurl,checked,hanbaisuu,average2,median2,count2,comike,shoukai,model,checked2,erogame,galge,elfics,banner_url,admin_checked,max2,min2,gyutto_enc,gyutto_id,dmm,dmm_genre,dmm_genre_2,erogametokuten,total_play_time_median,time_before_understanding_fun_median,dlsite_id,dlsite_domain,the_number_of_uid_which_input_pov,the_number_of_uid_which_input_play,total_pov_enrollment_of_a,total_pov_enrollment_of_b,total_pov_enrollment_of_c,trial_url,trial_h,http_response_code,okazu,axis_of_soft_or_hard,trial_url_update_time,genre,twitter,erogetrailers,tourokubi,digiket,dmm_sample_image_count,dlsite_sample_image_count,gyutto_sample_image_count,digiket_sample_image_count,twitter_search,tgfrontier,gamemeter,twitter_data_widget_id,twitter_data_widget_id_before,twitter_data_widget_id_official,masterup,masterup_tourokubi,steam,dlsite_rental,dmm_subsc,surugaya_1,surugaya_2,surugaya_1_back_image,surugaya_2_back_image,count_all,playrack,vndb,moepedia,笑,つじつまがあっている,感動,鬱,熱血,幼馴染,ツインテール,純愛,無表情
3779,3779,4325,25349,俺の尻を守れ!,オレノシリヲマモレ,2014-04-13,5226,73,4.0,,,t,,73,,2,,http://hassaku.otodo.net/oresiri/top.html,PC,f,f,,,,,75,70,,,,,,,1.0,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,恋は性別じゃないんだADV,,0,2017-05-08,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,21463,,0,0,0,0,0,0,0,0,0,0
3780,3780,4090,25350,かわいい河合くん,カワイイカワイクン,2014-02-11,5226,70,0.0,,,t,,70,,2,,,PC,f,f,,,,,70,70,,,,,,,1.0,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,,,0,2017-05-08,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,4245,,0,0,0,0,0,0,0,0,0,0
3781,3781,4091,25351,マジック☆マッチョ,マジックマッチョ,2012-09-02,5226,68,4.0,,,t,,68,,2,,,PC,f,f,,,,,70,65,,,,,,,,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,,,0,2017-05-08,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,13351,,0,0,0,0,0,0,0,0,0,0
3782,3782,1483,25352,MASAOMI,マサオミ,2012-08-19,5226,65,,,,t,,65,,1,,,PC,f,f,,,,,65,65,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,,,0,2017-05-08,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,14614,v14299,0,0,0,0,0,0,0,0,0,0
3783,3783,1576,25353,愛して!勇者様,アイシテユウシャサマ,2012-05-16,5226,60,13.0,,,t,,58,,3,,http://hassaku.otodo.net/yuusya/yuusya.html,PC,f,f,,,,,70,45,,,,,,,1.0,1.0,,,0.0,4.0,,,,,,,,,0001-01-01 00:00:00,RPG風アドベンチャー,,0,2017-05-08,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,4,18256,,0,0,0,0,0,0,0,0,0,0
3784,3784,4092,25355,ねこみみにっつ,ネコミミニッツ,2015-03-19,3996,65,7.0,,,t,,65,,2,,,PC,f,f,,,,,70,60,,,,,,,1.0,1.0,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,,,0,2017-05-08,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,4258,,0,0,0,0,0,0,0,0,0,0
3785,3785,4095,25356,セカイヲトメテ,セカイヲトメテ,2015-09-04,3996,58,11.0,,,t,,58,,2,,,PC,f,f,,,,,65,50,,,,,,,1.0,1.0,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,,,0,2017-05-08,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,5696,,0,0,0,0,0,0,0,0,0,0
3786,3786,1443,25357,ホモになれなくて,ホモニナレナクテ,2014-07-21,3996,65,7.0,,,t,,65,,2,,https://www.freem.ne.jp/win/game/7177,PC,f,f,,,,,70,60,,,,,,,1.0,1.0,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,,,0,2017-05-08,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,18258,,0,0,0,0,0,0,0,0,0,0
3787,3787,4096,25358,俺とホモと幽霊屋敷,オレトホモトユウレイヤシキ,2014-08-05,3996,70,0.0,,,t,,70,,2,,https://www.freem.ne.jp/win/game/7255,PC,f,f,,,,,70,70,,,,,,,1.0,1.0,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,,,0,2017-05-08,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,15192,,0,0,0,0,0,0,0,0,0,0
3788,3788,4097,25359,空と海と大地と呪われしホモ,ソラトウミトダイチトノロワレシホモ,2014-08-30,3996,70,7.0,,,t,,70,,2,,https://www.freem.ne.jp/win/game/7429,PC,f,f,,,,,75,65,,,,,,,2.0,1.0,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,,,0,2017-05-08,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,7647,,0,0,0,0,0,0,0,0,0,0
3789,3789,4327,25367,シンフォニック=レイン HD EDITION,シンフォニックレインエイチディーエディション,2017-06-15,442,86,9.0,,,t,,85,,39,,https://www.kogado.com/sw/contents/kuroneko/sr2017/ja/,PC,t,f,,,,,100,50,,,,,,,29.0,2.0,VJ011519,soft,10.0,43.0,90.0,33.0,6.0,,,,,,0001-01-01 00:00:00,ミュージックアクションゲーム,,0,2017-05-11,,-1,12,-1,-1,,0,,,,,,,629650.0,f,,0,0,f,f,66,14594,,0,0,9,11,12,0,6,0,8,0
3790,3790,4099,25378,縛り神父,シバリシンプ,2017-05-11,2514,65,0.0,,,t,,65,,2,,http://agony.sakura.ne.jp/game/ciba/coners.html,PC,f,f,,,,,65,65,,,,,,,2.0,,,,0.0,4.0,,,,,,,,,0001-01-01 00:00:00,ドット絵風中世ファンタジーサスペンスノベルゲーム,,0,2017-05-14,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,5,22967,v30222,0,0,0,0,0,0,0,0,0,0
3791,3791,4631,25392,ZERO ESCAPE 刻のジレンマ,ゼロエスケイプトキノジレンマ,2017-08-17,741,82,8.0,,,t,,79,,3,,http://www.spike-chunsoft.co.jp/zeroescape/,PS4,t,f,,,,,84,70,,,,,,,25.0,,,,0.0,5.0,,,,,,,,,0001-01-01 00:00:00,極限脱出アドベンチャー,,0,2017-05-19,,-1,-1,-1,-1,,0,,,,,,,311240.0,f,,107001135,0,f,f,5,0,,0,0,0,0,0,0,0,0,0,0
3792,3792,4798,25397,この素晴らしい世界に祝福を! -この欲深いゲームに審判を!-,コノスバラシイセカイニシュクフクヲコノヨクブカイゲームニシンパンヲ,2017-09-07,2282,75,,,,t,,75,,1,,https://game.mages.co.jp/konosuba/,PS4,t,f,,,,,75,75,,,,,,,21.0,,,,0.0,2.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,アドベンチャー,konosubaanime,0,2017-05-21,,-1,-1,-1,-1,,0,,,,,,,,f,,107001120,107001119,f,f,2,0,v21047,0,0,0,0,0,0,0,0,0,0
3793,3793,4338,25399,この素晴らしい世界に祝福を! -この欲深いゲームに審判を!-,コノスバラシイセカイニシュクフクヲコノヨクブカイゲームニシンパンヲ,2017-09-07,2282,55,,,,t,,55,,1,,https://game.mages.co.jp/konosuba/,PSV,t,f,,,,,55,55,,,,,,,,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,アドベンチャー,konosubaanime,0,2017-05-22,,-1,-1,-1,-1,,0,,,,,,,,f,,105001834,105001833,f,f,2,0,v21047,0,0,0,0,0,0,0,0,0,0
3794,3794,1579,25403,悠久のティアブレイド -Fragments of Memory-,ユウキュウノティアブレイドフラグメンツオブメモリー,2017-10-05,2924,77,2.0,,,t,,77,,4,,https://www.otomate.jp/tierblade/fd/,PSV,t,f,,,,,80,75,,,,,,,5.0,,,,0.0,4.0,,,,,,,,,0001-01-01 00:00:00,女性向け恋愛アドベンチャーゲーム,uq_tb_official,14795,2017-05-24,,-1,-1,-1,-1,,0,,,,,,,,f,,105001859,105001860,f,f,5,0,v21140,0,0,0,0,0,0,0,0,0,0
3795,3795,2423,25404,D.M.L.C. -デスマッチラブコメ-,ディーエムエルシーデスマッチラブコメ,2013-04-24,2532,74,18.0,,,t,,71,,10,,https://www.kemco.jp/sp/games/dmlc/ja/index.html,Android,f,f,,,,,92,30,,,,,,,13.0,,,,1.0,10.0,1.0,3.0,0.0,,,,,,0001-01-01 00:00:00,アドベンチャー,,0,2017-05-25,,-1,-1,-1,-1,,0,,,,,,,1265570.0,f,,0,0,f,f,10,30483,v15053,0,0,0,0,0,0,0,0,0,0
3796,3796,1580,25405,ルインズワルド,ルインズワルド,2013-06-02,5450,70,4.0,,,t,,72,,4,,https://www.vector.co.jp/soft/winnt/game/se502898.html,PC,t,f,,,,,77,70,,,,,,,23.0,,,,0.0,4.0,,,,,,,,,0001-01-01 00:00:00,豊富な職業が存在するRPG,,0,2017-05-25,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,4,15514,,0,0,0,0,0,0,0,0,0,0
3797,3797,6230,25408,八月の化け物たち -1/6の奇妙な真夏-,ハチガツノインヴェーダータチロクブンノイチノキミョウナマナツ,2016-09-20,5451,70,,,,t,,70,,1,,http://studiogear.web.fc2.com/index3.html,PC,f,f,,,,,70,70,,,,,,,,,,,0.0,1.0,,,,,,,,,0001-01-01 00:00:00,化け物バトルビジュアルノベル,,0,2017-05-26,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,15515,,0,0,0,0,0,0,0,0,0,0
3798,3798,1496,25417,Hate Eater 前編,ヘイトイーターゼンペン,2016-05-02,5148,55,10.0,,,t,,58,,3,,,PC,f,f,,,,,69,50,,,,,,,1.0,,,,0.0,3.0,,,,,,,,,0001-01-01 00:00:00,ミステリーホラーADV,,0,2017-05-27,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,3,21571,,0,0,0,0,0,0,0,0,0,0
3799,3799,4340,25419,OCCULTIC;NINE,オカルティックナイン,2017-11-09,2282,68,12.0,,,t,,65,,12,,http://occultic9.jp/,PS4,t,f,,,,,86,50,,,,,,,22.0,,,,0.0,12.0,,,,,,,,,0001-01-01 00:00:00,超常科学アドベンチャー,OcculticNine_,0,2017-05-28,,-1,-1,-1,-1,,0,,,,,,,,f,,107001325,107001324,f,f,17,0,v17100,0,0,0,0,0,0,0,0,0,0
3800,3800,4635,25420,ANONYMOUS;CODE,アノニマスコード,2022-07-28,2282,76,10.0,,,t,,75,,28,,http://anonymouscode.jp/,NS,t,f,,,,,95,50,,,,,,,10.0,2.0,,,4.0,29.0,22.0,5.0,1.0,,,,,,0001-01-01 00:00:00,メタ科学アドベンチャー,kagakuadv,0,2017-05-28,,-1,-1,-1,-1,,0,,,,,2022-06-13,2022-06-17 06:03:55.121567,,f,,109103300,109103301,f,f,36,0,v17101,0,0,0,0,0,0,0,0,0,0
3801,3801,4636,25421,OCCULTIC;NINE,オカルティックナイン,2017-11-09,2282,50,16.0,,,t,,53,,10,,http://occultic9.jp/,PSV,t,f,,,,,78,30,,,,,,,25.0,,,,1.0,11.0,12.0,10.0,1.0,,,,,,0001-01-01 00:00:00,超常科学アドベンチャー,,0,2017-05-28,,-1,-1,-1,-1,,0,,,,,,,,f,,105001927,105001926,f,f,15,0,v17100,0,0,0,0,0,0,0,0,0,0
3802,3802,4637,25422,ウエスタンGB,ウエスタンジービー,2017-05-28,5241,10,29.0,,,t,,24,,3,,https://blogs.yahoo.co.jp/shino2048,BROWSER,t,f,,,,,58,5,,,,,,,,,,,0.0,6.0,,,,,,,,,0001-01-01 00:00:00,,,0,2017-05-28,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,6,0,,0,0,0,0,0,0,0,0,0,0
3803,3803,1465,25423,ブレイブダンジョン,ブレイブダンジョン,2016-11-30,5223,70,,,,t,,70,,1,,http://insidesystem.heteml.jp/brave/,3DS,f,f,,,,,70,70,,,,,,,7.0,,,,1.0,1.0,0.0,4.0,4.0,,,,,,0001-01-01 00:00:00,クロニクルダンジョンRPG,,0,2017-05-29,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
3804,3804,4638,25424,剣が君 for V,ケンガキミフォーブィ,2015-03-26,3724,80,12.0,,,t,,81,,4,,http://rejetweb.jp/kengakimi/vita/#,PSV,f,f,,,,,95,70,,,,,,,40.0,,,,0.0,5.0,,,,,,,,,0001-01-01 00:00:00,和風伝奇ADV,,12463,2017-05-30,,-1,-1,-1,-1,,0,,,,,,,,f,,105000685,105000686,f,f,8,0,v11472,0,0,0,0,0,0,0,0,0,0
3805,3805,4107,25429,月影の鎖 -狂爛モラトリアム-,ゲツエイノクサリキョウランモラトリアム,2016-12-21,944,75,2.0,,,t,,76,,5,,http://www.takuyo.co.jp/products/getsueifd/getsueifdvita/,PSV,f,f,,,,,80,75,,,,,,,,,,,1.0,5.0,1.0,2.0,1.0,,,,,,0001-01-01 00:00:00,悲哀と激情の恋愛ADV,getsuei_kanko,14398,2017-05-31,,-1,-1,-1,-1,,0,,,,,,,,f,,105001615,105001616,f,f,5,0,v12928,0,0,0,0,0,0,0,0,0,0
3806,3806,1577,25435,ことのはアムリラート,コトノハアムリラート,2017-08-25,5454,75,9.0,,,t,,73,,92,964739.0,http://sukerasparo.com/index.html,PC,t,f,,,,,87,40,,197162.0,ggs_1109,digital,pcgame,,10.0,1.0,VJ011276,soft,16.0,101.0,91.0,42.0,5.0,http://sukerasparo.com/index.html#special,f,,,,2017-08-05 07:59:16.020316,純百合アドベンチャー,,14805,2017-06-02,ITM0165119,10,10,8,8,,0,,,,,2017-08-01,2017-08-01 22:39:22.045435,1044490.0,f,,145058704,145058705,f,f,136,2796,v21321,0,0,2,0,0,0,0,0,9,0
3807,3807,4641,25440,みことにっき,ミコトニッキ,2013-05-28,4783,70,4.0,,,t,,69,,3,,https://www.freem.ne.jp/win/game/5101,PC,f,f,,,,,73,65,,,,,,,1.0,,,,0.0,5.0,,,,,,,,,0001-01-01 00:00:00,日記探索ホラーADV,,0,2017-06-04,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,5,3175,,0,0,0,0,0,0,0,0,0,0
3808,3808,4108,25441,みっくすおれ,ミックスオレ,2013-06-08,4783,70,0.0,,,t,,70,,2,,https://www.freem.ne.jp/win/game/5132,PC,f,f,,,,,70,70,,,,,,,1.0,,,,0.0,4.0,,,,,,,,,0001-01-01 00:00:00,ギャルゲ―風ホラーADV,,0,2017-06-04,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,4,20989,v16479,0,0,0,0,0,0,0,0,0,0
3809,3809,1583,25442,赤ずきんダークサイド,アカズキンダークサイド,2013-06-19,4783,65,5.0,,,t,,64,,5,,https://www.freem.ne.jp/win/game/5169,PC,f,f,,,,,70,57,,,,,,,1.0,,,,0.0,6.0,,,,,,,,,0001-01-01 00:00:00,童話風ホラーADV,,0,2017-06-04,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,6,13639,,0,0,0,0,0,0,0,0,0,0
3810,3810,1584,25443,まことメビウス,マコトメビウス,2013-07-30,4783,70,0.0,,,t,,70,,2,,https://www.freem.ne.jp/win/game/5333,PC,f,f,,,,,70,70,,,,,,,1.0,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,メビウスホラーADV,,0,2017-06-04,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,20973,v20909,0,0,0,0,0,0,0,0,0,0
3811,3811,4642,25444,ヤンデレラ,ヤンデレラ,2013-08-30,4783,70,6.0,,,t,,70,,3,,https://www.freem.ne.jp/win/game/5477,PC,f,f,,,,,76,65,,,,,,,3.0,1.0,RJ374807,home,0.0,3.0,,,,,,,,,0001-01-01 00:00:00,エロゲー風ホラーADV,,0,2017-06-04,,-1,6,-1,-1,,0,,,,,,,,f,,0,0,f,f,5,7850,v16320,0,0,0,0,0,0,0,0,0,0
3812,3812,4643,25445,きみとぼくときれいごと,キミトボクトキレイゴト,2014-05-28,4783,58,11.0,,,t,,58,,2,,https://www.freem.ne.jp/win/game/8418,PC,f,f,,,,,65,50,,,,,,,,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,ノベルADV,,0,2017-06-04,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,8293,v16395,0,0,0,0,0,0,0,0,0,0
3813,3813,4644,25446,しほりエスケープ,シホリエスケープ,2014-05-28,4783,65,,,,t,,65,,1,,https://www.freem.ne.jp/win/game/8417,PC,f,f,,,,,65,65,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,記憶探索ADV,,0,2017-06-04,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,575,v21353,0,0,0,0,0,0,0,0,0,0
3814,3814,4645,25447,フルボッコようちえん,フルボッコヨウチエン,2017-04-01,4783,67,9.0,,,t,,67,,2,,https://www.freem.ne.jp/win/game/14467,PC,f,f,,,,,73,60,,,,,,,1.0,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,理不尽幼児ADV,,0,2017-06-04,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,576,v22190,0,0,0,0,0,0,0,0,0,0
3815,3815,1585,25448,メンヘラフレシア,メンヘラフレシア,2017-06-04,4783,60,7.0,,,t,,63,,4,,https://nekocharon.web.fc2.com/menhera.html,PC,f,f,,,,,73,60,,,,,,,4.0,2.0,RJ374803,home,0.0,5.0,,,,,,,,,0001-01-01 00:00:00,メンヘラ恋愛ホラーADV,,0,2017-06-04,,-1,6,-1,-1,,0,,,,,,,1549420.0,f,,0,0,f,f,7,9477,v22205,0,0,0,0,0,0,0,0,0,0
3816,3816,4646,25449,みるひおれ,ミルヒオレ,2013-10-23,5455,75,,,,t,,75,,1,,http://www.freem.ne.jp/win/game/8428,PC,f,f,,,,,75,75,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,,,0,2017-06-04,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,7851,v17595,0,0,0,0,0,0,0,0,0,0
3817,3817,1581,25450,新次元ゲイム ネプテューヌVIIR,シンジゲンゲイムネプテューヌビクトリィーツーリアライズ,2017-08-24,2567,60,7.0,,,t,,62,,4,,https://www.compileheart.com/neptune/v2r/,PS4,t,f,,,,,72,55,,,,,,,70.0,,,,0.0,4.0,,,,,,,,,0001-01-01 00:00:00,バーチャルダイブストーリーRPG＋ねぷねぷVRイベント,,0,2017-06-05,,-1,-1,-1,-1,,0,,,,,,,,f,,107001143,0,f,f,6,0,,0,0,0,0,0,0,0,0,0,0
3818,3818,1588,25471,ネオロマンスは封雷剣の輝き,ネオロマンスハフウライケンノカガヤキ,2004-08-01,2574,70,,,,t,,70,,1,,,PC,f,f,,,,,70,70,,,,,,,4.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,,,0,2017-06-12,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,15524,,0,0,0,0,0,0,0,0,0,0
3819,3819,4346,25472,ネオロマンスは封炎剣の輝き,ネオロマンスハフウエンケンノカガヤキ,2004-09-01,2574,63,11.0,,,t,,63,,2,,,PC,f,f,,,,,70,55,,,,,,,4.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,,,0,2017-06-12,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,13360,,0,0,0,0,0,0,0,0,0,0
3820,3820,4652,25474,塔亰Clanpool,トウキョウクランプール,2017-10-05,5460,70,,,,t,,70,,1,,https://www.compileheart.com/tokyo_clanpool/,PSV,t,f,,,,,70,70,,,,,,,,,,,1.0,1.0,2.0,0.0,0.0,,,,,,0001-01-01 00:00:00,DRPG革命DRPG,,14850,2017-06-14,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,0,,0,0,0,0,0,0,0,0,0,0
3821,3821,1502,25475,日常（宇宙人）,ニチジョウウチュウジン,2011-07-28,789,59,8.0,,,t,,61,,3,,http://www.vridge.co.jp/consumer/nichijo-ch/,PSP,f,f,,,,,70,55,,,,,,,,,,,0.0,3.0,,,,,,,,,0001-01-01 00:00:00,日常型ADV,,0,2017-06-15,,-1,-1,-1,-1,,0,,,,,,,,f,,177001348,177002163,f,f,3,0,v12900,0,0,0,0,0,0,0,0,0,0
3822,3822,4653,25477,ルフランの地下迷宮と魔女ノ旅団,ルフランノチカメイキュウトマジョノリョダン,2017-09-28,746,90,14.0,,,t,,90,,2,,https://nippon1.jp/consumer/refrain/ps4/,PS4,t,f,,,,,100,80,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,RPG,,0,2017-06-15,,-1,-1,-1,-1,,0,,,,,,,566540.0,f,,107001171,107001172,f,f,2,0,,0,0,0,0,0,0,0,0,0,0
3823,3823,4654,25486,～俺が死ぬということ、君が生きるということ～,オレガシヌトイウコト、キミガイキルトイウコト,2004-06-24,4917,45,5.0,,,t,,45,,3,,https://www.freem.ne.jp/win/game/328,PC,f,f,,,,,50,40,,,,,,,1.0,,,,0.0,5.0,,,,,,,,,0001-01-01 00:00:00,,,0,2017-06-18,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,5,19931,,0,0,0,0,0,0,0,0,0,0
3824,3824,4117,25487,オッペンハイムの古城,オッペンハイムノコジョウ,2009-10-07,5463,40,,,,t,,40,,1,,http://atelier.iza-yoi.net/game/opeko/,PC,f,f,,,,,40,40,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,,,0,2017-06-18,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,15526,v31756,0,0,0,0,0,0,0,0,0,0
3825,3825,4350,25488,おみコン!,オミコン,2010-04-01,3661,63,8.0,,,t,,66,,4,,http://entranceweb.iinaa.net/omikon/index.html,PC,f,f,,,,,78,60,,,,,,,2.0,,,,0.0,5.0,,,,,,,,,0001-01-01 00:00:00,,,0,2017-06-18,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,6,19747,v32290,0,0,0,0,0,0,0,0,0,0
3826,3826,1296,25489,お父様と私,オトウサマトワタシ,2007-02-16,5465,58,4.0,,,t,,58,,2,,,PC,f,f,,,,,60,55,,,,,,,,,,,0.0,3.0,,,,,,,,,0001-01-01 00:00:00,,,0,2017-06-18,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,3,14595,,0,0,0,0,0,0,0,0,0,0
3827,3827,4354,25491,ツギハギパズルス,ツギハギパズルス,2015-07-19,5466,70,6.0,,,t,,67,,3,,https://kiruku29m.wixsite.com/tsugihagi-puzzles,PC,f,f,,,,,70,60,,,,,,,,,,,0.0,3.0,,,,https://kiruku29m.wixsite.com/tsugihagi-puzzles/-------mwsi1,f,,,,2017-06-19 21:46:36.046107,長編シミュレーションRPG,,0,2017-06-18,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,3,20050,,0,0,0,0,0,0,0,0,0,0
3828,3828,1298,25493,Rainy Day And Day,レイニーデイアンドデイ,2017-01-30,5466,50,,,,t,,50,,1,,https://kiruku29m.wixsite.com/tsugihagi-carnival/----a9v9o,PC,f,f,,,,,50,50,,,,,,,,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,,,0,2017-06-19,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,4236,,0,0,0,0,0,0,0,0,0,0
3829,3829,1299,25495,輝晶天使プラティーヌ,キショウテンシプラティーヌ,2017-05-13,5468,45,7.0,,,t,,45,,2,,http://blog.livedoor.jp/indoichi-enema/archives/8869116.html,PC,f,f,,,,,50,40,,,,,,,,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,,,0,2017-06-19,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,14644,,0,0,0,0,0,0,0,0,0,0
3830,3830,1586,25505,ノラと皇女と野良猫ハート,ノラトコウジョトノラネコハート,2017-09-28,3705,84,7.0,,,t,,83,,12,,http://nora-anime.net/psvita/,PSV,t,f,,,,,100,70,,,,,,,20.0,1.0,,,1.0,14.0,3.0,2.0,1.0,,,,,,0001-01-01 00:00:00,絶対キミと添い遂げる、臆病で勇敢なブレイブハートストーリー,noratoto_anime,0,2017-06-21,,-1,-1,-1,-1,,0,,,,,,,1010600.0,f,,105001863,105001864,f,f,17,0,v18148,0,0,0,1,0,0,0,0,0,0
3831,3831,4807,25506,フェノメノ 美鶴木夜石は怖がらない,フェノメノミツルギヨイシハコワガラナイ,2012-06-16,215,70,9.0,,,t,,72,,31,,https://www.nitroplus.co.jp/game/phenomeno/,PC,f,f,,,,,96,55,,,,,,,1.0,1.0,,,9.0,35.0,51.0,8.0,6.0,,,,,,0001-01-01 00:00:00,ビジュアルノベル,,0,2017-06-22,,-1,-1,-1,-1,,0,,,,,,,,f,,145034245,0,f,f,40,13514,v10526,0,0,3,0,0,0,0,0,0,0
3832,3832,4121,25507,buyway ～逃げ道～,バイウェイニゲミチ,2014-02-02,5471,37,,,,t,,37,,1,,http://asl0.com/slowcall/t_buyway_re/top.htm,PC,f,f,,,,,37,37,,,,,,,,,RJ137316,girls,0.0,1.0,0.0,0.0,0.0,http://asl0.com/slowcall/t_buyway_re/top.htm#download,f,,,,2017-06-23 07:12:01.45957,恋愛アドベンチャー,slowcall_0111,0,2017-06-22,,-1,3,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,9473,v30506,0,0,0,0,0,0,0,0,0,0
3833,3833,1471,25519,スタゲット,スタゲット,2016-07-06,3177,45,,,,t,,45,,1,,https://tomotomojda.wixsite.com/stagette,PC,f,f,,,,,45,45,,,,,,,1.0,,,,0.0,1.0,0.0,0.0,0.0,,,,,,0001-01-01 00:00:00,サウンドノベル,,0,2017-06-27,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,1,7178,,0,0,0,0,0,0,0,0,0,0
3834,3834,4355,25520,ゼロ・シンギュラリティ,ゼロシンギュラリティ,2017-06-13,3177,63,11.0,,,t,,63,,2,,http://tomotomojda.wixsite.com/eien11,PC,f,f,,,,,70,55,,,,,,,1.0,,,,0.0,2.0,,,,,,,,,0001-01-01 00:00:00,,,0,2017-06-27,,-1,-1,-1,-1,,0,,,,,,,,f,,0,0,f,f,2,11112,v25089,0,0,0,0,0,0,0,0,0,0
3835,3835,1589,25523,Dies irae ～Amantes amentes～ HD -Animation Anniversary-,ディエスイレアマンテースアメンテースエイチディーアニメーションアニバーサリー,2017-09-29,309,90,9.0,,,t,,88,,34,964687.0,http://www.light.gr.jp/light/products/dies_hdaa/aa/,PC,t,f,,,,,100,67,,,views_0568,digital,pcgame,3189.0,45.0,2.0,,,8.0,37.0,137.0,35.0,25.0,,,,,,0001-01-01 00:00:00,学園伝奇バトルオペラADV,,0,2017-06-28,,11,-1,-1,-1,,0,,,,,,,,f,,145058698,0,f,f,51,13640,v548,0,1,6,5,0,21,1,0,3,1
