,index,id,brandname,brandfurigana,makername,makerfurigana,url,checked,kind,lost,directlink,median,http_response_code,twitter,twitter_data_widget_id,notes,erogetrailers,cien
3052,4918,3866,Nizhegg,ニーズヘッグ,,,http://www.sekhaijya.com/nizhegg.html,f,CIRCLE,f,t,,,,,,,
3053,5005,3867,そこに鼻ゲー改,ソコニハナゲーカイ,,,http://djgm.x.fc2.com/,f,CIRCLE,f,t,,,,,,,
3054,1153,3868,バニャータ,バニャータ,,,http://blog.livedoor.jp/erika_noyes/,f,CIRCLE,f,t,,,,,,,
3055,5012,3869,めじろそふと。,メジロソフト,,,http://mejirowis.blog62.fc2.com/,f,CIRCLE,f,t,,,,,,,
3056,4940,3870,DGらいおん,デンジャラスライオン,,,http://b.dlsite.net/RG07739/,f,CIRCLE,f,t,,,,,,,
3057,2124,3871,RISUSOFT,リスソフト,,,http://risusoft.jpn.org/web/,f,CIRCLE,f,t,,,,,,,
3058,5696,3872,桃色DIVA,モモイロディーヴァ,,,,f,CIRCLE,t,t,,,,,,,
3059,5706,3873,two persons,トゥーパーソンズ,,,http://twopersons.sodenoshita.com/,f,CIRCLE,f,t,,,,,,,
3060,5720,3874,pizzicato,ピチカート,,,,f,CIRCLE,t,t,,,,,,,
3061,4928,3875,ななみ製作所,ナナミセイサクジョ,,,http://nana.rgr.jp/,f,CIRCLE,f,t,,,,,,,
3062,3945,3876,ソクラテス,ソクラテス,,,https://www.socrates-p.com/,f,CIRCLE,f,t,60.0,,,,,,
3063,5724,3877,げっべ堂,ゲッベドウ,,,http://goebbe.sakura.ne.jp/,f,CIRCLE,f,t,,,,,,,
3064,3946,3878,D-ivision,ディヴィジョン,,,http://b.dlsite.net/RG19003/,f,CIRCLE,t,t,45.0,,,,,,
3065,3947,3879,びーふえもーしょん,ビーフエモーション,,,http://beef-emotion.sakura.ne.jp/,f,CIRCLE,f,t,70.0,,,,,,
3066,3588,3880,あるかな,アルカナ,,,http://rude.sblo.jp/,f,CIRCLE,f,t,55.0,,arcana_mi,,,,
3067,4075,3881,十矢,トオヤ,,,http://tooya3d.web.fc2.com/,f,CIRCLE,f,t,50.0,,108tooya,,,,
3068,4076,3882,みこにそみ,ミコニソミ,,,http://miconisomi.xii.jp/,f,CIRCLE,f,t,75.0,,_Shuncoro,,,,1191.0
3069,4077,3883,seismic,サイズミック,,,http://seismicxcharge.com/blog/,f,CIRCLE,f,t,69.0,,myuranran,,,,
3070,2728,3884,みじんこ,ミジンコ,,,http://phan.itigo.jp/mizinko/,f,CIRCLE,f,t,,,,,,,
3071,5024,3885,淘汰,トウタ,,,,f,CIRCLE,t,t,,,,,,,
3072,5022,3886,ふらすぴ,フラスピ,,,http://furasupi.com,f,CIRCLE,f,t,,,,,,,
3073,4924,3887,MoeMix.com,モエミックス,,,http://www.moemix.com/,f,CIRCLE,f,t,,,,,,,
3074,5641,3888,Studio-Fenrir,スタジオフェンリル,,,,f,CIRCLE,t,t,,,,,,,
3075,4986,3889,ぺろぺろキャンディー,ペロペロキャンディー,,,http://pelocan.sakura.ne.jp/ura/,f,CIRCLE,f,t,,,,,,,
3076,5419,3890,吐鬼滅奇狂団,トキメキキョウダン,,,http://www.pirika.net/kumagon/,f,CIRCLE,f,t,,,,,,,
3077,5123,3891,A's soft,アズソフト,,,,f,CIRCLE,t,t,,,,,,,
3078,2135,3892,あるつはんまー,アルツハンマー,,,,f,CIRCLE,t,t,,,,,,,
3079,5704,3893,ブルーベリージャム,ブルーベリージャム,,,,f,CIRCLE,t,t,,,,,,,
3080,2731,3894,Tudor Crafts,クラフツ,,,,f,CIRCLE,t,t,,,,,,,
3081,2732,3895,ヴィジュアル ワークス,ヴィジュアルワークス,,,,f,CIRCLE,t,t,,,,,,,
3082,4707,3896,SKY ACROSS,スカイアローズ,,,http://te.rash.jp/,f,CIRCLE,f,t,,,,,,,
3083,4992,3897,美鈴電脳技術研究所,ミスズデンノウギジュツケンキュウジョ,,,http://mdgk.net/mdgk/,f,CIRCLE,f,t,,,,,,,
3084,1403,3898,2Dエクスタシー,ツーディーエクスタシー,,,,f,CIRCLE,t,t,,,,,,,
3085,5614,3899,ファイティング キューティーズ,ファイティングキューティーズ,,,http://fightingcuties.x.fc2.com/,f,CIRCLE,f,t,,,,,,,
3086,5603,3900,max1,マックスワン,,,,f,CIRCLE,f,t,,,TwinTa_max1,,,,1466.0
3087,5620,3901,√7,ルートセブン,,,,f,CIRCLE,t,t,,,,,,,
3088,4078,3902,エヌエス,エヌエス,,,,f,CIRCLE,f,t,50.0,,puppeshinohara,,,,
3089,4079,3903,Sans-Boudaries,サンズバウンダリーズ,,,,f,CIRCLE,t,t,68.0,,,,,,
3090,5126,3904,龍泉,リュウセン,,,http://douzinz.x.fc2.com/ryuusen/index.html,f,CIRCLE,f,t,,,,,,,
3091,4832,3905,蒼樹,ソウジュ,,,http://b.dlsite.net/RG03590/,f,CIRCLE,t,t,,,,,,1536.0,
3092,5682,3906,エロタン星人,エロタンセイジン,,,http://erotan.net/,f,CIRCLE,f,t,,,,,,,
3093,5627,3907,LOLIPNY,ロリプニ,,,,f,CIRCLE,t,t,,,,,,,
3094,5623,3908,SSOSoft,エスエスオーソフト,,,http://b.dlsite.net/RG03854/,f,CIRCLE,f,t,,,,,,,
3095,5299,3909,DASS,ダズ,,,http://www.dass.sakura.ne.jp/,f,CIRCLE,f,t,,,,,,,
3096,4080,3912,TLB,ティーエルビー,,,http://b.dlsite.net/RG12158/,f,CIRCLE,f,t,70.0,,,,,,
3097,4081,3913,Studio Penguin,スタジオペンギン,,,http://b.dlsite.net/RG14522/,f,CIRCLE,f,t,68.0,,,,,,
3098,3948,3914,座間商事,ザマショウジ,,,,f,CIRCLE,t,t,30.0,,,,,,
3099,3589,3915,大きな子供のおもちゃ箱,オオキナコドモノオモチャバコ,,,http://b.dlsite.net/RG10441/,f,CIRCLE,f,t,76.0,,,,,,
3100,3590,3916,Wheat,ウィート,,,http://wheat.konjiki.jp/index.html,f,CIRCLE,f,t,50.0,,,,,,
3101,3591,3919,幻斎,ゲンサイ,,,http://gensai-soft.com/,f,CORPORATION,f,f,55.0,,,,,1895.0,
3102,3592,3920,昭和倶楽部,ショウワクラブ,,,http://showakurabu.blog.fc2.com/,f,CIRCLE,f,f,73.0,,showa_heysay,,,,
3103,2942,3921,海底水槽(さかながさかさかな),カイテイスイソウサカナガサカサカナ,,,http://kaiteisuisou.web.fc2.com/,f,CIRCLE,f,t,68.0,,sakanagasakasa,,,,
3104,1210,3922,JD4,ジェイディフィー,,,http://jd4.yu-yake.com/,f,CIRCLE,f,t,65.0,,,,,,
3105,3505,3923,画面端,ガメンハジ,,,,f,CORPORATION,t,f,84.0,,,,,1899.0,
3106,3506,3924,α-MODEL,アルファモデル,,,http://alpha-model.jp/,f,CIRCLE,f,f,71.0,,,,,1901.0,
3107,2206,3925,私立さくらんぼ乳学校,シリツサクランボニュウガッコウ,,,http://www.kodomo-h.com/cms/,f,CIRCLE,f,t,69.0,,kodomo_h_com,,,,
3108,2207,3926,電光石火屋台,デンコウセッカヤタイ,,,http://g-child.net/yatai/,f,CIRCLE,f,t,40.0,,G_Child,,,,
3109,1514,3927,クロチカ,クロチカ,,,http://clotica.com/,f,CIRCLE,f,t,65.0,,tachibanaryo16,,,,
3110,1515,3928,本気で恋愛ゲー企画,ホンキデレンアイゲーキカク,,,https://w.atwiki.jp/honki_vip/,f,CIRCLE,t,t,65.0,,,,,,
3111,2943,3930,ICHIGO Fizz,イチゴフィズ,,,,f,CORPORATION,t,t,60.0,,fizzsoftware_jp,,,1900.0,
3112,2944,3931,ひまわり,ヒマワリ,,,,f,CORPORATION,t,f,63.0,,hmawarisan,431681138864582656,,1904.0,
3113,2945,3933,まどそふと,マドソフト,,,http://madosoft.net/,f,CORPORATION,f,f,75.0,,madostaff,314705413872422912,,1891.0,
3114,1108,3934,Elysion,エリュシオン,,,http://elysion.product.co.jp/,f,CORPORATION,t,f,70.0,,,,,1906.0,
3115,1516,3935,BlueMoon,ブルームーン,,,,f,CORPORATION,t,f,60.0,,,431681331831918592,,1611.0,
3116,1020,3938,Tの弐乗,ティーノジジョウ,,,http://tnonizyou.ojaru.jp/,f,CIRCLE,f,t,70.0,,,,,,
3117,1021,3939,LO-LILITH,エルオーリリス,,,https://www.lilith-soft.com/,f,CORPORATION,t,t,70.0,,lilith_soft,,,1867.0,
3118,1022,3940,Red Rebel,レッドレベル,,,http://www.digianime.co.jp/redrebel/,f,CORPORATION,f,t,52.0,,,,,1873.0,
3119,63,3941,nyaatrap,ニャートラップ,,,http://nyaatrap.blog.fc2.com/,f,CIRCLE,f,t,74.0,,nyaatrap,,,,
3120,92,3945,スピンドル,スピンドル,,,https://www.spindle-game.com/,f,CORPORATION,f,f,60.0,,spindle_game,441190203021991936,,1911.0,
3121,1343,3946,ミルクプリン,ミルクプリン,,,http://ulb-potage.co.jp/milkprin/index.htm,f,CORPORATION,f,f,30.0,,Potage_ULB,,,1914.0,
3122,1134,3949,Loser/s,ルーザーハイフンエス,,,http://blog.livedoor.jp/i_love_anata/,f,CIRCLE,f,t,76.0,,znznunagi,,,,161.0
3123,3507,3953,DERUT!,デルッ,,,,f,CORPORATION,t,f,60.0,,derutarou,358196467791458304,,1921.0,
3124,1406,3954,臼井の会,ウスイノカイ,,,http://usui.moo.jp/rpg_tukuru.html,f,CIRCLE,f,t,,,,,,,
3125,3508,3956,サジタリウス,サジタリウス,,,http://sagittarius-soft.net/,f,CIRCLE,f,f,66.0,,terakappa,325471871741071361,,1902.0,
3126,3509,3957,Landkarte,ラントカルテ,,,http://www.land-karte.net/,f,CIRCLE,f,f,56.0,,,325484894178381825,,,
3127,1023,3958,antipas,アンチパス,,,http://www.antipasto-caffe.com/,f,CIRCLE,f,f,60.0,,antipasto_mio,325485775502311424,,,
3128,3531,3966,Melt-Self,メルトセルフ,,,http://meltself.web.fc2.com/,f,CIRCLE,f,t,69.0,,meltself,431681505568358400,,1920.0,
3129,3532,3967,RadicalBlackSmith,ラジカルブラックスミス,,,http://rbs.x0.com/,f,CIRCLE,f,t,70.0,,,,,,
3130,1517,3970,ペコペコチャンス,ペコペコチャンス,,,http://pekopekochance.blog.fc2.com/,f,CIRCLE,f,f,60.0,,,,,,
3131,1518,3972,YUKIRINS,ユキリンズ,,,http://yukirins.perma.jp/,f,CIRCLE,f,f,73.0,,chizakiyuunyan,,,,5536.0
3132,93,3974,Nocturnum,ノクトルム,,,http://nocturnum.net/main.html,f,CIRCLE,f,t,65.0,,,,,,
3133,3614,3975,さふいずむ,サフイズム,,,http://sapphism.web.fc2.com/index.html,f,CIRCLE,f,t,55.0,,ShimozumaYu,,,,
3134,3615,3976,幻奏黒夢館,ゲンソウクロユメカン,,,http://repureria.x.fc2.com/,f,CIRCLE,f,t,80.0,,,,,,
3135,3616,3977,路地裏の茶屋,ロジウラノチャヤ,,,http://rojiuranochaya.web.fc2.com/,f,CIRCLE,f,t,50.0,,,,,,
3136,3617,3978,鴨mile,カモマイル,,,http://kamomile.sakura.ne.jp/,f,CIRCLE,f,t,78.0,,kamomile_offi,,,,
3137,5599,3979,FUNKY-STUDIO,ファンキースタジオ,,,http://fankystudio.blog.fc2.com/,f,CIRCLE,f,t,,,,,,,
3138,2970,3980,CINEMATOGRAPH,シネマトグラフ,,,http://cinematograph.nexton-net.jp/,f,CORPORATION,f,t,70.0,,cinematograph_N,336797413769617408,このホームページでは一部 NEXTON-NET の画像を使用しています。<br />素材の著作権はNEXTONに帰属します。これらの素材等を他へ転載する事を禁じます。,1934.0,
3139,3969,3982,パルティア教団,パルティアキョウダン,,,http://cultparthia.com/,f,CIRCLE,f,t,78.0,,cultparthia,,,,
3140,3970,3983,信馬鹿(信じた馬鹿が俺だった),シンバカシンジタバカガオレダッタ,,,http://www3.synapse.ne.jp/dio/,f,CIRCLE,f,t,80.0,,ts_tassan,,,,
3141,3971,3984,妥協倶楽部,ダキョウクラブ,,,http://www.dakyou.net/,f,CIRCLE,f,t,50.0,,,,,,
3142,3972,3985,Nephrite,ネフライト,,,http://www.nephrite-softhouse.com/,f,CORPORATION,f,f,60.0,,nefuraito,348114974784241664,,1942.0,
3143,3973,3990,「箱弐伍遺体」製作委員会,ハコニゴイタイセイサクイインカイ,,,http://hakonigo.web.fc2.com/,f,CIRCLE,t,t,65.0,,,,,,
3144,3618,3991,Honeyboy,ハニーボーイ,,,,f,CORPORATION,t,t,70.0,,honeyboy_tw,371059052865789952,,1923.0,
3145,3619,3992,ko-eda,コエダ,,,,f,CORPORATION,t,t,76.0,,koeda_no_hito,355929642630250497,,1950.0,
3146,4105,3993,PriSorT,プリソート,,,http://www.love-juice.jp/prisort/,f,CORPORATION,f,t,49.0,,prisort_tw,,,1951.0,
3147,4106,3994,エロイット,エロイット,,,http://bootup2.sakura.ne.jp/,f,CORPORATION,f,t,65.0,,bootUP_twit,724252133097238529,,1952.0,
3148,4107,3995,HAZERO,ハゼロ,,,http://hazero.jp/,f,CIRCLE,f,t,72.0,,CircleHazero,431681681322291200,,,
3149,4108,3996,大人の道楽,オトナノドウラク,,,http://orenuma.h.fc2.com/,f,CIRCLE,f,t,66.0,,tohko_ore,,,,1823.0
3150,4109,3997,GLacé(GLace),グラッセ,,,http://glace.me/index2.php,f,CORPORATION,f,f,65.0,,glace_info,350611297924153346,,1853.0,
3151,2971,3998,LoveJuiceピンク,ラブジュースピンク,,,http://www.love-juice.jp/,f,CORPORATION,f,t,64.0,,,,,1512.0,
3152,4110,3999,らすこう(くちなわ),クチナワ,,,http://rascou.vivian.jp/,f,CIRCLE,f,t,80.0,,,,,,
3153,2972,4000,ミスリルソフトウェア,ミスリルソフトウェア,,,http://www.mithril-software.jp/,f,CORPORATION,f,f,56.0,,Mithril_tw,350924826065657856,,1953.0,
3154,2973,4001,けろ枕,ケロマクラ,,,http://www.keromakura.com/,f,CORPORATION,f,f,80.0,,keromakura_koho,394345008607662080,,1956.0,
3155,3003,4002,SALMON SOFT,サーモンソフト,,,,f,CORPORATION,t,t,,,,,,,
3156,94,4003,ポンズラボ,ポンズラボ,,,http://giroppontaro.blog.fc2.com/,f,CIRCLE,f,t,70.0,,giroppontaro,,,,
3157,95,4004,seal-QUALIA,シールクオリア,,,https://seal-qualia.com/,f,CORPORATION,f,t,69.0,,softhouse_seal,,,1958.0,
3158,1049,4008,Fleur-Soft,フルールソフト,,,,f,CORPORATION,t,t,66.0,,,359553693944795136,,1961.0,
3159,1109,4009,ディーゼルマインMf,ディーゼルマインメゾフォルテ,,,http://dieselmine.com/,f,CIRCLE,f,t,68.0,,dieselmine,357508793355075585,,,3997.0
3160,1050,4010,鳥居姫,トリイヒメ,,,http://kokushi.lolipop.jp/,f,CIRCLE,f,t,75.0,,kokurikishi,,,,
3161,1110,4011,パームツリーSOFT,パームツリーソフト,,,,f,CORPORATION,t,t,60.0,,,,,,
3162,1111,4012,雪見日和,ユキミビヨリ,,,http://combatechizen1996.blog25.fc2.com/,f,CIRCLE,f,t,70.0,,,,,,
3163,1135,4013,cico,シコ,,,http://cico.pil-codepink.jp/,f,CORPORATION,f,f,71.0,,PILCODEPINK,343174451543814144,,1967.0,
3164,1136,4016,アンモライト,アンモライト,,,https://www.ammolite-game.com/,f,CORPORATION,f,t,65.0,,ammolite_game,431681894938185728,,1978.0,
3165,1137,4018,毒電波新聞社,ドクデンパシンブンシャ,,,http://home.att.ne.jp/blue/AHdualism/,f,CIRCLE,f,f,68.0,,,,,,
3166,1138,4019,一人オンライン,ヒトリオンライン,,,http://hidakasajicrawford.blog.fc2.com/,f,CIRCLE,f,t,70.0,,hitori_online,,,,379.0
3167,3533,4022,睡眠忘街,スイミンボウガイ,,,https://www.vector.co.jp/vpack/browse/person/an046327.html,f,CIRCLE,t,t,80.0,,suiminbougai,,,,
3168,1940,4023,安楽椅子犯人,アンラクイスハンニン,,,http://hannin-a.sakura.ne.jp/,f,CIRCLE,f,t,73.0,,hannin_a,,,,
3169,5740,4024,DreamFactory,ドリームファクトリー,,,https://www.freem.ne.jp/brand/849,f,CIRCLE,t,t,,,,,,,
3170,1941,4025,granat,グラナット,,,http://granatstealth.tumblr.com/,f,CIRCLE,f,t,63.0,,,,,1897.0,
3171,1942,4026,STARGAZER,スターゲイザー,,,http://www.stargazer-gamesoft.com/,f,CORPORATION,f,t,65.0,,YESSTARGAZER,407010913795858432,,1975.0,
3172,1943,4027,けだものソフト,ケダモノソフト,,,http://bang2.sakura.ne.jp/,f,CIRCLE,f,t,70.0,,,,,,
3173,1944,4028,PROJECTぱるめざん,プロジェクトパルメザン,,,http://parumezan.sakura.ne.jp/,f,CIRCLE,f,t,75.0,,,,,,
3174,1945,4030,汁ダク系 乳組,ツユダクケイチチグミ,,,,f,CORPORATION,t,f,65.0,,,,,1987.0,
3175,1519,4031,SOFT HOUSE TODO,ソフトハウストド,,,,f,CIRCLE,t,t,58.0,,,,,,
3176,3534,4032,eRONDO,イーロンド,,,,f,CORPORATION,t,t,75.0,,eRONDO_staff,431682054124601344,,1989.0,
3177,3535,4033,CreamPie,クリームパイ,,,http://www.creampie.jp/,f,CORPORATION,f,t,70.0,,Creampie_cream,403524818630213632,,1995.0,
3178,3643,4034,5bit,ファイブビット,,,,f,CORPORATION,t,t,63.0,,,,,1988.0,
3179,3644,4035,FCめがぶー,エフシーメガブー,,,http://fcmegabu.com/products/gutssoul/,f,CIRCLE,f,t,63.0,,fc_megabu,367415041584136192,,,
3180,1368,4036,暗黒媒体ソフトウェアーズ,アンコクバイタイソフトウエアーズ,,,,f,CIRCLE,t,t,53.0,,,,,,
3181,1369,4037,Studio+7,スタジオプラスセブン,,,http://www.studio-pls7.com/,f,CIRCLE,f,t,75.0,,,,,,
3182,1370,4038,たいおんけい,タイオンケイ,,,http://mmh91.blog.fc2.com/,f,CIRCLE,f,t,86.0,,taionkei_mmh91,,,,
3183,3645,4039,ちさそふと,チサソフト,,,http://chisasoft.han-be.com/main.html#,f,CIRCLE,f,t,35.0,,,,,,
3184,3646,4041,ハピエス,ハピエス,,,,f,CORPORATION,t,t,60.0,,happies_game,371078913855741953,,1998.0,
3185,3647,4042,シックスティーンズ(16s),シックスティーンズ,,,,f,CIRCLE,t,f,47.0,,,,,,
3186,3648,4043,しらかば,シラカバ,,,,f,CIRCLE,t,f,75.0,,,,,,
3187,3649,4044,ArkRiot,アークリオット,,,http://arkriot.web.fc2.com/,f,CIRCLE,f,t,63.0,,Arkshini,431682221406056448,,,
3188,3536,4046,Train,トレイン,,,http://hirahp.web.fc2.com/main.html,f,CIRCLE,f,t,48.0,,,,,,
3189,3559,4047,Qoo brand,クーブランド,,,http://qoo.amusecraft.com/,f,CORPORATION,f,f,78.0,,Qoobrand,414008868197240833,,2047.0,
3190,3560,4049,エクセシオ,エクセシオ,,,http://b.dlsite.net/RG20728/,f,CIRCLE,f,t,54.0,,,,,,
3191,1520,4050,ユニークス,ユニークス,,,,f,CIRCLE,t,t,50.0,,,,,,
3192,3561,4051,はとごろTIMES,ハトゴロタイムズ,,,http://hatogorotimes.sakura.ne.jp/,f,CIRCLE,f,f,70.0,,hatogorotimes,419356320899162112,,,
3193,1521,4052,マリオネット,マリオネット,,,,f,CIRCLE,t,t,41.0,,,,,,
3194,1522,4053,PARTICLE,パーティクル,,,http://www.particle.jp.net/,f,CORPORATION,f,t,75.0,,PARTICLE_YURI,431682405405949952,,2005.0,
3195,3026,4054,piriri!,ピリリ,,,http://amusecraft.com/piriri/index.html,f,CORPORATION,f,f,70.0,,unisonshift,,,2017.0,
3196,3996,4055,スタジオ☆ひまわり,スタジオヒマワリ,,,http://studio-himawari.blogspot.jp/,f,CIRCLE,f,t,60.0,,himukai_k,,,,
3197,3997,4056,STUDIO めんたんぴん,スタジオメンタンピン,,,,f,CIRCLE,t,t,40.0,,,,,,
3198,3998,4058,赤月赤座堂,アカツキアカザドウ,,,http://fusisya.yakiuchi.com/,f,CIRCLE,f,t,78.0,,Fusisya_O,,,,1015.0
3199,3999,4059,汁ダク系 虹組,ツユダクケイニジグミ,,,,f,CORPORATION,t,f,60.0,,,,,2020.0,
3200,4000,4060,逆流そふと,ギャクリュウソフト,,,http://b.dlsite.net/RG23086/,f,CIRCLE,f,t,80.0,,gyakuryu_s,,,,
3201,3027,4062,ふらいんぐパンジャンドラム(日本戦争ゲーム開発),フライングパンジャンドラムニホンセンソウゲームカイハツ,,,https://wargame.jp/,f,CIRCLE,f,t,75.0,,MutoFP,,,,453.0
3202,4001,4063,西 邑倖,ニシムラユキ,,,http://yamai.kurushiunai.jp/,f,CIRCLE,f,t,70.0,,,,,,
3203,3028,4064,PSYCHOFRAME,サイコフレーム,,,,f,CIRCLE,t,t,92.0,,psychoframe,431682571500396544,,2025.0,
3204,3029,4065,ALICE IN DISSONANCE,アリスインディソナンス,,,http://projectwritten.com/,f,CIRCLE,f,t,76.0,,projectwritten,431682735413800960,,2019.0,
3205,1543,4067,HexenHaus,ヘクセンハウス,,,http://hexenhaus-soft.jp/,f,CORPORATION,f,t,67.0,,Hexenhaus_soft,550121205588455425,本ホームページに使用している画像およびテキストは、ヘクセンハウスより許諾を受けて掲載しています。これらの素材を他へ載することを禁じます。,2043.0,
3206,3030,4068,パンチラキック,パンチラキック,,,,f,CORPORATION,t,t,60.0,,,,,2048.0,
3207,4132,4070,Tangerine,タンジェリン,,,http://www.tangerine.vc/,f,CORPORATION,f,t,70.0,,info_tangerine,394361138046984192,,1410.0,
3208,4133,4071,からくりつるぎ,カラクリツルギ,,,http://krkrtrg.moo.jp/,f,CIRCLE,f,t,50.0,,,,,,
3209,4134,4072,魔王のいる部屋,マオウノイルヘヤ,,,http://b.dlsite.net/RG17875/,f,CIRCLE,f,t,60.0,,,,,,
3210,4135,4073,バイアスファクトリー,バイアスファクトリー,,,http://b.dlsite.net/RG17674/,f,CIRCLE,f,t,80.0,,,,,,
3211,4136,4075,Heliodor,ヘリオドール,,,http://helio-dor.net/,f,CIRCLE,f,t,83.0,,,,,,
3212,4137,4077,ちょころ小屋,チョコロゴヤ,,,http://chokorogoya.x.fc2.com,f,CIRCLE,f,t,75.0,,,,,,
3213,1544,4078,イメージエポック,イメージエポック,,,,f,CORPORATION,t,t,80.0,,jrpg_pr,,,,
3214,1545,4079,女王様ソフト(エス・アンダーグラウンド),ジョオウサマソフトエスアンダーグラウンド,,,http://dark-sophia.skr.jp/su_index.html,f,CIRCLE,f,t,70.0,,joousama_soft,394339217586663424,,,
3215,1546,4081,さいくらの～しゅ,サイクラノーシュ,,,http://cykranosh1836.x.fc2.com/,f,CIRCLE,f,t,70.0,,,,,,
3216,1547,4083,Nostalgic Chord,ノスタルジックコード,,,http://www.nostalgicchord.com/,f,CORPORATION,f,t,65.0,,haruyama_p,396635774587662336,,2065.0,
3217,1548,4084,高井田一ソフトウェア,タカイダイチソフトウェア,,,http://takaida1software.blog.fc2.com/,f,CIRCLE,f,t,75.0,,,,,,
3218,3671,4085,Y-F's Office,ワイエフズ,,,https://www.freem.ne.jp/brand/2533,f,CIRCLE,t,t,60.0,,,,,,
3219,3672,4086,Kawaz,カワズ,,,https://www.kawaz.org/,f,CIRCLE,f,t,75.0,,kawazinfo,,,,
3220,3673,4087,レウキアの館,レウキアノヤカタ,,,,f,CIRCLE,t,t,65.0,,,,,,
3221,3674,4095,Ands,アンズ,,,http://www.ands-products.jp/,f,CORPORATION,f,t,77.0,,Ands_official,431682929182257152,,,
3222,3675,4096,ファントムソフト,ファントムソフト,,,http://www.phantomsoft.info/,f,CORPORATION,f,t,65.0,,infophantomsoft,414415472860205056,,2086.0,
3223,3676,4107,t-taji,チームタジ,,,http://b.dlsite.net/RG21554/,f,CIRCLE,f,t,70.0,,,,,,
3224,1564,4109,猫ひげラジオ,ネコヒゲラジオ,,,http://catradio.sakura.ne.jp/hige/,f,CIRCLE,f,t,80.0,,,,,,
3225,1565,4111,studio blanket,スタジオブランケット,,,,f,CORPORATION,t,t,60.0,,studio_blanket,431683101756882945,,2094.0,
3226,3562,4112,ファイヤワークス,ファイヤワークス,,,,f,CORPORATION,t,t,78.0,,,450763112933625856,,2091.0,
3227,1566,4113,Bread,ブレッド,,,,f,CIRCLE,t,t,70.0,,,,,,
3228,1567,4114,FUCKソフト,ファックソフト,,,http://dark-sophia.skr.jp/fk_index.html,f,CIRCLE,f,t,38.0,,fuck_soft,431683274075684865,,,
3229,3563,4115,Navel honeybell,ネーブルハニーベル,,,https://www.project-navel.com/,f,CORPORATION,t,t,63.0,,Navel_honeybell,460245437190905857,,2098.0,
3230,1269,4116,parade.,パレード,,,http://pa-rade.jp/,f,CORPORATION,f,t,76.0,,pa_staff,,,1919.0,
3231,1270,4117,しすたーそふと,シスターソフト,,,http://www.sistersoft.net/,f,CIRCLE,t,t,67.0,,sistersoft2,431683432020586497,,2078.0,
3232,1271,4118,OOP STUDIO,ウープスタジオ,,,http://oopstudio.x.fc2.com/,f,CIRCLE,f,t,50.0,,,,,,
3233,1568,4119,My Daughter,マイドーター,,,http://www.lpv-gamesoft.com/mydaugther/,f,CORPORATION,f,t,65.0,,,,,2102.0,
3234,1569,4123,ルさんちまん,ルサンチマン,,,https://ci-en.jp/creator/276/article,f,CIRCLE,f,t,75.0,,nore551,,,,276.0
3235,1570,4124,Rythme/Ark,リズムアーク,,,,f,CIRCLE,t,t,60.0,,Rythme_Ark,,,,
3236,1571,4126,Steroider,ステロイダー,,,https://web.archive.org/web/20150502205835/http://www.steroider.jp/love69/index.php,f,CIRCLE,t,t,65.0,,,,,2070.0,
3237,1272,4127,AlaruM,アラーム,,,,f,CIRCLE,t,t,73.0,,,,,,
3238,3677,4128,ろじうら館,ロジウラカン,,,,f,CIRCLE,f,t,50.0,,,,,,
3239,1572,4129,ダイジョビ研究所,ダイジョビケンキュウジョ,,,https://fantia.jp/fanclubs/3664,f,CIRCLE,f,t,78.0,,daijyobi,,,,97.0
3240,1573,4130,オクチが恋人,オクチガコイビト,,,http://mouthlove.blog.fc2.com/,f,CIRCLE,f,t,70.0,,okutigakoibito,,,,
3241,1574,4131,クロン,クロン,,,,f,CORPORATION,t,t,75.0,,Klon_official,,,2114.0,
3242,1575,4132,すじ軍,スジグン,,,http://nopantykick.b.dlsite.net/,f,CIRCLE,f,t,75.0,,colonelsuji,,,,
3243,1600,4134,同人サークルKIRARIN,ドウジンサークルキラリン,,,http://kirarin.autumn.org/,f,CIRCLE,f,t,87.0,,,,,,
3244,1601,4135,initial,イニシャル,,,http://initial-soft.com/,f,CIRCLE,f,t,70.0,,initial_soft,431683592205242368,,2122.0,
3245,1602,4136,TS-X,ティーエスエックス,,,http://etatsx.blog12.fc2.com/,f,CIRCLE,f,t,63.0,,,,,,
3246,1603,4138,ふらっぺすたじお,フラッペスタジオ,,,http://b.dlsite.net/RG18928/,f,CIRCLE,t,t,60.0,,,431683863824171008,,,
3247,1281,4139,@nimato,アニマート,,,,f,CIRCLE,t,t,55.0,,,,,,
3248,4025,4140,猫魂,ニャンタマ,,,http://nyantama.x.fc2.com/koigen/index.html,f,CIRCLE,f,t,53.0,,,,,,
3249,4026,4141,Silica Project,シリカプロジェクト,,,http://b.dlsite.net/RG03382/,f,CIRCLE,t,t,60.0,,,,,,
3250,4027,4142,Traumend,トレイメント,,,http://wie-traumend.com/,f,CIRCLE,f,t,70.0,,TrymenT_PJ,419357494855491584,,,
3251,4028,4143,平星高校ゲーム制作部,ヒラボシコウコウゲームセイサクブ,,,http://starspeaces.blogspot.jp/,f,CIRCLE,t,t,80.0,,,,,,
3252,4029,4144,Chivalry,シベルリ,,,http://chivalry.sakura.ne.jp/index.html,f,CIRCLE,f,t,68.0,,haryu555,,,1788.0,
3253,4030,4145,ICETEA,アイスティー,,,,f,CIRCLE,t,t,45.0,,,,,,
